Date Open High Low Close Volume Adj Close
2016-03-16 106.959999 108.379997 106.650002 108.169998 24100 108.169998
2016-03-15 106.57 107.199997 106.330002 106.989998 17700 106.989998
2016-03-14 106.510002 107.150002 106.510002 107.00 16900 107.00
2016-03-11 106.00 106.889999 105.919998 106.889999 26000 106.889999
2016-03-10 105.800003 106.169998 103.779999 104.93 28000 104.93
2016-03-09 104.739998 105.150002 104.440002 105.010002 13700 105.010002
2016-03-08 104.610001 105.279999 104.18 104.220001 41500 104.220001
2016-03-07 105.459999 105.75 104.50 105.139999 48200 105.139999
2016-03-04 106.019997 106.57 105.480003 105.93 88100 105.93
2016-03-03 105.739998 105.739998 104.970001 105.690002 15000 105.690002
2016-03-02 105.279999 105.68 104.940002 105.68 12400 105.68
2016-03-01 103.120003 105.440002 103.120003 105.440002 26800 105.440002
2016-02-29 102.860001 103.800003 102.440002 102.480003 19800 102.480003
2016-02-26 103.599998 103.690002 102.68 102.910004 29200 102.910004
2016-02-25 102.169998 103.050003 101.239998 103.050003 15900 103.050003
2016-02-24 99.870003 101.809998 99.099998 101.790001 39700 101.790001
2016-02-23 102.190002 102.190002 100.849998 100.910004 30300 100.910004
2016-02-22 101.959999 102.769997 101.959999 102.620003 32600 102.620003
2016-02-19 100.190002 101.160004 100.190002 101.010002 268900 101.010002
2016-02-18 101.559998 101.620003 100.400002 100.519997 28100 100.519997
2016-02-17 99.370003 101.25 99.309998 101.040001 30300 101.040001
2016-02-16 97.639999 98.529999 97.269997 98.489998 24100 98.489998
2016-02-12 96.07 96.50 95.510002 96.400002 30700 96.400002
2016-02-11 94.07 95.68 93.75 95.040001 77300 95.040001
2016-02-10 95.669998 96.660004 95.029999 95.07 75400 95.07
2016-02-09 93.739998 96.00 93.650002 94.449997 183300 94.449997
2016-02-08 95.150002 95.220001 93.330002 94.959999 69300 94.959999
2016-02-05 100.300003 100.300003 96.669998 96.75 115300 96.75
2016-02-04 100.379997 101.510002 99.989998 101.129997 116200 101.129997
2016-02-03 101.860001 101.860001 99.260002 100.620003 237600 100.620003
